,nets
0,163
1,177
2,87
3,171
4,240
5,193
6,270
7,26
8,100
9,115
10,57
11,180
12,52
13,209
14,77
15,247
16,172
17,169
18,162
19,90
20,88
21,226
22,210
23,81
24,68
25,31
26,42
27,249
28,190
29,186
30,48
31,75
32,131
33,251
34,219
35,29
36,246
37,51
38,245
39,152
40,254
41,199
42,273
43,106
44,279
45,260
46,3
47,39
48,55
49,53
50,298
51,50
52,258
53,119
54,242
55,21
56,189
57,159
58,286
59,63
60,32
61,257
62,134
63,148
64,153
65,142
66,133
67,233
68,156
69,297
70,114
71,35
72,122
73,80
74,197
75,44
76,36
77,283
78,211
79,117
80,120
