,nets
0,267
1,86
2,170
3,138
4,3
5,67
6,98
7,48
8,32
9,239
10,192
11,272
12,1
13,99
14,36
15,198
16,44
17,171
18,151
19,62
20,173
21,212
22,134
23,162
24,177
25,101
26,252
27,175
28,136
29,197
30,85
31,290
32,209
33,220
34,292
35,13
36,150
37,240
38,105
39,282
40,71
41,22
42,53
43,114
44,84
45,297
46,179
47,5
48,159
49,244
50,193
51,78
52,50
53,11
54,113
55,260
56,263
57,251
58,144
59,217
60,2
61,21
62,95
63,141
64,51
65,269
66,225
67,127
68,8
69,186
70,275
71,253
72,293
73,19
74,117
75,83
76,147
77,274
78,89
79,10
80,59
81,176
82,38
83,195
84,210
85,174
