,nets
0,291
1,205
2,6
3,271
4,67
5,280
6,157
7,81
8,151
9,15
10,21
11,124
12,84
13,274
14,283
15,23
16,256
17,257
18,112
19,194
20,246
21,287
22,121
23,240
24,292
25,109
26,65
27,284
28,269
29,173
30,191
31,164
32,282
33,286
34,70
35,103
36,198
37,113
38,31
39,202
40,14
41,251
42,250
43,7
44,189
45,100
46,180
47,211
48,187
49,85
50,253
51,39
52,285
53,149
54,131
55,110
56,26
57,52
58,150
59,288
60,135
61,222
62,97
63,11
64,34
65,185
66,174
67,64
68,276
69,262
70,193
71,159
72,270
73,242
74,20
75,86
76,117
77,263
78,179
79,28
80,200
81,99
82,234
