,nets
0,28
1,209
2,299
3,14
4,213
5,100
6,91
7,296
8,180
9,90
10,224
11,190
12,25
13,19
14,92
15,186
16,238
17,266
18,82
19,171
20,259
21,182
22,287
23,239
24,64
25,70
26,113
27,257
28,265
29,192
30,3
31,166
32,17
33,189
34,143
35,216
36,201
37,142
38,208
39,173
40,107
41,272
42,237
43,27
44,99
45,145
46,132
47,163
48,270
49,241
50,174
51,262
52,165
53,235
54,247
55,264
56,74
57,283
58,59
59,282
60,298
61,49
62,295
63,122
64,291
65,162
66,292
67,119
68,170
69,226
70,23
71,31
72,215
73,147
74,123
75,6
