,nets
0,30
1,291
2,45
3,26
4,124
5,247
6,249
7,217
8,114
9,110
10,264
11,71
12,252
13,149
14,50
15,297
16,286
17,31
18,296
19,78
20,271
21,215
22,68
23,88
24,270
25,56
26,205
27,289
28,145
29,232
30,74
31,152
32,87
33,250
34,53
35,6
36,153
37,134
38,128
39,151
40,9
41,60
42,10
43,92
44,261
45,44
46,21
47,2
48,82
49,293
50,129
51,200
52,251
53,34
54,243
55,193
56,19
57,168
58,191
59,52
60,105
61,175
62,224
63,282
64,126
65,102
66,254
67,177
68,42
69,195
70,272
71,90
72,265
73,55
74,179
75,246
76,20
77,59
78,285
79,66
80,216
81,231
82,118
83,84
84,260
85,93
86,69
87,203
88,236
89,245
90,150
91,159
