,nets
0,22
1,20
2,89
3,32
4,27
5,292
6,261
7,204
8,274
9,79
10,152
11,76
12,201
13,2
14,230
15,115
16,107
17,45
18,9
19,179
20,233
21,99
22,104
23,125
24,293
25,262
26,194
27,78
28,213
29,163
30,87
31,56
32,138
33,71
34,7
35,287
36,232
37,77
38,265
39,14
40,176
41,18
42,164
43,151
44,199
45,69
46,52
47,75
48,135
49,118
50,94
51,146
52,272
53,273
54,193
55,6
56,91
57,258
58,4
59,131
60,47
61,116
62,175
63,276
64,132
65,181
66,29
67,252
68,224
69,300
70,214
71,259
72,102
73,40
74,288
75,238
76,189
77,296
78,229
79,236
