,nets
0,158
1,190
2,82
3,4
4,299
5,209
6,23
7,182
8,207
9,279
10,44
11,221
12,271
13,169
14,42
15,22
16,164
17,246
18,191
19,247
20,90
21,114
22,206
23,173
24,205
25,293
26,64
27,103
28,136
29,227
30,287
31,267
32,101
33,222
34,264
35,83
36,230
37,124
38,217
39,290
40,155
41,1
42,181
43,117
44,111
45,142
46,131
47,105
48,180
49,151
50,14
51,54
52,282
53,283
54,73
55,134
56,71
57,193
58,140
59,160
60,186
61,8
62,152
63,84
64,41
65,88
66,241
67,226
68,79
69,49
70,39
71,210
72,211
73,172
74,192
75,250
76,297
77,291
