,nets
0,200
1,97
2,257
3,202
4,172
5,143
6,27
7,230
8,192
9,252
10,133
11,70
12,93
13,53
14,147
15,115
16,232
17,38
18,109
19,100
20,64
21,119
22,205
23,235
24,218
25,234
26,86
27,169
28,217
29,139
30,255
31,278
32,4
33,103
34,286
35,184
36,19
37,57
38,246
39,273
40,173
41,95
42,176
43,291
44,135
45,194
46,144
47,36
48,117
49,16
50,211
51,294
52,106
53,15
54,51
55,170
56,266
57,127
58,82
59,240
60,260
61,32
62,10
63,236
64,90
65,17
66,149
67,80
68,153
69,288
70,239
71,207
72,40
73,189
74,161
75,274
76,11
77,277
78,281
79,155
80,251
81,210
82,191
83,216
84,102
85,74
86,177
87,237
