,nets
0,126
1,83
2,1
3,288
4,9
5,21
6,213
7,292
8,151
9,276
10,52
11,8
12,105
13,279
14,75
15,137
16,138
17,22
18,235
19,244
20,211
21,190
22,215
23,108
24,200
25,284
26,115
27,192
28,58
29,36
30,120
31,210
32,295
33,93
34,272
35,98
36,198
37,264
38,267
39,241
40,45
41,204
42,49
43,262
44,172
45,157
46,258
47,63
48,29
49,114
50,16
51,188
52,78
53,133
54,261
55,293
56,245
57,68
58,154
59,17
60,243
61,253
62,168
63,147
64,212
65,129
66,143
67,153
68,85
69,135
70,268
71,91
72,257
73,236
74,121
75,149
76,118
77,109
78,187
79,66
80,170
81,300
82,159
83,32
84,269
85,71
86,230
87,35
88,239
89,123
90,47
91,196
92,18
93,89
