,nets
0,269
1,223
2,54
3,272
4,72
5,274
6,236
7,41
8,239
9,61
10,145
11,247
12,287
13,9
14,276
15,146
16,157
17,119
18,256
19,235
20,78
21,96
22,248
23,1
24,159
25,129
26,243
27,286
28,103
29,26
30,288
31,48
32,266
33,163
34,203
35,123
36,148
37,88
38,254
39,63
40,140
41,246
42,87
43,224
44,300
45,180
46,19
47,216
48,76
49,177
50,138
51,250
52,213
53,128
54,49
55,107
56,291
57,83
58,292
59,115
60,132
61,297
62,99
63,298
64,200
65,217
66,273
67,114
68,113
69,160
70,204
71,147
72,267
73,94
74,280
75,35
76,91
77,4
78,166
79,210
80,183
81,241
82,173
83,215
84,211
85,161
86,185
87,108
88,136
89,81
90,268
