,nets
0,47
1,76
2,187
3,216
4,238
5,42
6,204
7,150
8,13
9,271
10,142
11,181
12,225
13,205
14,167
15,144
16,64
17,289
18,207
19,119
20,59
21,259
22,274
23,45
24,108
25,28
26,211
27,218
28,74
29,125
30,300
31,249
32,54
33,226
34,190
35,120
36,80
37,24
38,9
39,247
40,29
41,99
42,277
43,258
44,77
45,294
46,70
47,195
48,103
49,158
50,60
51,151
52,284
53,118
54,299
55,252
56,135
57,232
58,180
59,57
60,192
61,127
62,126
63,276
64,84
65,15
66,202
67,27
68,81
69,104
70,209
71,23
72,39
73,244
74,2
75,236
76,155
77,278
78,287
79,147
80,184
81,174
82,101
83,250
84,203
85,162
86,280
87,268
88,148
89,143
90,254
91,286
92,33
93,82
94,240
