,nets
0,35
1,82
2,43
3,119
4,211
5,153
6,192
7,248
8,167
9,218
10,33
11,249
12,155
13,67
14,188
15,191
16,228
17,108
18,225
19,53
20,112
21,292
22,101
23,66
24,76
25,295
26,196
27,92
28,256
29,198
30,240
31,100
32,31
33,132
34,125
35,117
36,84
37,233
38,75
39,78
40,163
41,149
42,154
43,47
44,87
45,232
46,12
47,113
48,107
49,144
50,34
51,147
52,162
53,105
54,282
55,288
56,96
57,20
58,224
59,262
60,170
61,121
62,99
63,141
64,187
65,1
66,165
67,271
68,114
69,120
70,98
71,179
72,194
73,270
74,146
75,286
76,136
77,244
78,74
79,268
80,227
81,90
82,159
83,242
84,21
85,169
86,290
87,44
88,142
89,73
