,Unnamed: 0,x,y,class,realclass
10,10,0.11287225032758108,0.18964116752879198,0,1
172,172,0.9191686886305998,0.6365897381171675,0,0
254,254,0.8840192577172398,0.6587313130278549,0,0
18,18,0.07616900754057931,0.4426397868512068,1,0
288,288,0.7558073247125338,0.6961698939639795,0,0
196,196,0.19890666689344286,0.14938396479421245,1,1
92,92,0.1588679040985248,0.20516984737099608,0,1
232,232,0.07383187256388046,0.11182282737101068,1,1
34,34,0.7033197579781679,0.12611039444299788,0,1
146,146,0.06254653022966916,0.22297495824807512,0,1
232,232,0.07383187256388046,0.11182282737101068,1,1
112,112,0.3713402651798032,0.2984263029725157,1,0
22,22,0.3320191775455632,0.1469813995279532,0,1
274,274,0.6313791314666808,0.8145038598363712,0,0
120,120,0.7737893602916518,0.7304841788882583,1,0
76,76,0.8978597303169521,0.9054730467657858,1,0
74,74,0.3989577537091717,0.9888704538749492,1,0
236,236,0.7629463875627694,0.6688255572083407,0,0
214,214,0.5877592354272737,0.7347563946375859,0,0
48,48,0.5359957138140486,0.5721989560344781,1,0
278,278,0.9147193604352752,0.3594551008729968,1,1
74,74,0.3989577537091717,0.9888704538749492,1,0
272,272,0.19807283877751392,0.5098963406925424,0,0
290,290,0.1810897985364458,0.3176113753951965,0,0
236,236,0.7629463875627694,0.6688255572083407,0,0
234,234,0.21444387792828126,0.4178322663065572,0,0
128,128,0.7289548844129679,0.5148265315100035,0,1
82,82,0.2564800508545525,0.4692623687856474,1,0
178,178,0.6110360575087446,0.7498092035637739,0,0
218,218,0.3392944139378405,0.6687492734961009,0,0
284,284,0.7066532799987084,0.6181553632321857,0,0
86,86,0.975774481750084,0.4938738262088926,0,1
68,68,0.9129793664968484,0.8489043287952692,1,0
96,96,0.6300640766411579,0.4648896829237554,0,1
134,134,0.5064476986467743,0.5253694306557345,1,0
102,102,0.4713286408490993,0.7133965525191511,1,0
152,152,0.7874182101095152,0.5025401511465452,1,1
114,114,0.8940072537154929,0.5051106140005829,0,1
258,258,0.6572855417491338,0.2557780228878952,1,1
142,142,0.4968525430015025,0.5930885375686544,1,0
192,192,0.01703860249432665,0.9777097042625073,0,0
196,196,0.19890666689344286,0.14938396479421245,1,1
12,12,0.3873081336593579,0.4982776770249208,1,0
156,156,0.4392908274577096,0.2630753614553992,1,1
50,50,0.2624955090882962,0.8982239174247237,1,0
274,274,0.6313791314666808,0.8145038598363712,0,0
86,86,0.975774481750084,0.4938738262088926,0,1
152,152,0.7874182101095152,0.5025401511465452,1,1
206,206,0.1718836978822672,0.6492345863587997,0,0
226,226,0.7292583276819877,0.4332156864578838,1,1
86,86,0.975774481750084,0.4938738262088926,0,1
38,38,0.621758183507342,0.07195307344258506,0,1
92,92,0.1588679040985248,0.20516984737099608,0,1
202,202,0.1556031548632698,0.847576597936945,0,0
282,282,0.43849403500074624,0.14203426006397502,1,1
266,266,0.11848398730842925,0.1209505426624906,1,1
2,2,0.44791979980060215,0.5215678131773184,1,0
202,202,0.1556031548632698,0.847576597936945,0,0
266,266,0.11848398730842925,0.1209505426624906,1,1
144,144,0.2959744170692191,0.9275908051604584,1,0
160,160,0.4136126112071822,0.5003343677331088,0,0
90,90,0.7643476469335556,0.8361746564526613,1,0
188,188,0.13001048954005956,0.5384903632462572,0,0
242,242,0.11267703292356612,0.3764038114686172,0,0
180,180,0.19762916874304204,0.8596961585957779,0,0
60,60,0.2555470463650257,0.7562156460506588,1,0
202,202,0.1556031548632698,0.847576597936945,0,0
200,200,0.3136361609077407,0.5317252284200907,0,0
220,220,0.7736533783977599,0.11804261767900948,1,1
38,38,0.621758183507342,0.07195307344258506,0,1
154,154,0.17581464706318572,0.08413470182410633,1,1
94,94,0.8473875895186477,0.031624637048904725,0,1
264,264,0.7233678217869768,0.8396916169681932,0,0
80,80,0.02404432716741212,0.2296423052922314,0,1
134,134,0.5064476986467743,0.5253694306557345,1,0
258,258,0.6572855417491338,0.2557780228878952,1,1
214,214,0.5877592354272737,0.7347563946375859,0,0
20,20,0.07008015635852494,0.5054617909872473,1,0
274,274,0.6313791314666808,0.8145038598363712,0,0
236,236,0.7629463875627694,0.6688255572083407,0,0
84,84,0.7926854223570428,0.5354812109224188,0,1
120,120,0.7737893602916518,0.7304841788882583,1,0
220,220,0.7736533783977599,0.11804261767900948,1,1
52,52,0.2719278374246771,0.5468530845492777,1,0
14,14,0.6308905941545847,0.9026286172291512,1,0
200,200,0.3136361609077407,0.5317252284200907,0,0
26,26,0.473397081648166,0.9795498501702998,1,0
164,164,0.2485798307445116,0.2787743567112133,0,0
210,210,0.2298139800395419,0.2523492549858403,0,0
52,52,0.2719278374246771,0.5468530845492777,1,0
134,134,0.5064476986467743,0.5253694306557345,1,0
244,244,0.7702579851524385,0.9830223698031773,0,0
280,280,0.09154557778026284,0.6422408600019854,0,0
266,266,0.11848398730842925,0.1209505426624906,1,1
120,120,0.7737893602916518,0.7304841788882583,1,0
206,206,0.1718836978822672,0.6492345863587997,0,0
