,Unnamed: 0,x,y,class,realclass
38,38,0.621758183507342,0.7782015678254757,0,0
0,0,0.020960225406117416,0.7737893602916518,1,0
38,38,0.621758183507342,0.7782015678254757,0,0
48,48,0.5359957138140486,0.27891151502184885,1,1
114,114,0.8940072537154929,0.21444387792828126,1,1
24,24,0.4376553290522922,0.2959744170692191,0,0
64,64,0.908696192861536,0.2429046998826756,1,1
44,44,0.0155030510401023,0.2485798307445116,1,1
74,74,0.3989577537091717,0.3948054424265498,0,0
84,84,0.7926854223570428,0.7851512371499222,0,0
74,74,0.3989577537091717,0.3948054424265498,0,0
20,20,0.07008015635852494,0.6811053320620737,1,0
2,2,0.44791979980060215,0.3184887369199609,1,0
40,40,0.9202086322506912,0.4136126112071822,1,1
66,66,0.17907652768537485,0.16991116850832033,1,1
108,108,0.6103767287124373,0.640158398178649,0,0
72,72,0.7054353557418328,0.01703860249432665,1,1
54,54,0.5014738887016406,0.9589815068811964,0,0
98,98,0.7360628192277092,0.3392944139378405,1,1
54,54,0.5014738887016406,0.9589815068811964,0,0
12,12,0.3873081336593579,0.31845368366491755,1,0
58,58,0.948893654079616,0.6110360575087446,1,1
118,118,0.8001111554969652,0.2816115079989609,1,1
108,108,0.6103767287124373,0.640158398178649,0,0
68,68,0.9129793664968484,0.13001048954005956,1,1
98,98,0.7360628192277092,0.3392944139378405,1,1
16,16,0.9448645291386912,0.01120348606530952,0,1
24,24,0.4376553290522922,0.2959744170692191,0,0
78,78,0.172100646942701,0.2398086935337411,1,1
70,70,0.06203326777409135,0.4629425414683851,0,0
4,4,0.9307729610869862,0.8490165086112005,1,0
66,66,0.17907652768537485,0.16991116850832033,1,1
88,88,0.14566607255308062,0.06373439286187332,1,1
64,64,0.908696192861536,0.2429046998826756,1,1
12,12,0.3873081336593579,0.31845368366491755,1,0
44,44,0.0155030510401023,0.2485798307445116,1,1
46,46,0.6681552358686719,0.2810706564264851,1,1
6,6,0.14067106021701206,0.2266001240055151,0,1
34,34,0.7033197579781679,0.17581464706318572,1,1
44,44,0.0155030510401023,0.2485798307445116,1,1
14,14,0.6308905941545847,0.5064476986467743,0,1
92,92,0.1588679040985248,0.5864176206842636,0,0
98,98,0.7360628192277092,0.3392944139378405,1,1
36,36,0.4082342548346405,0.4392908274577096,0,0
110,110,0.8235890696917083,0.9754936679436768,0,0
80,80,0.02404432716741212,0.3136361609077407,1,1
92,92,0.1588679040985248,0.5864176206842636,0,0
50,50,0.2624955090882962,0.298547723414104,0,0
118,118,0.8001111554969652,0.2816115079989609,1,1
88,88,0.14566607255308062,0.06373439286187332,1,1
60,60,0.2555470463650257,0.19762916874304204,1,1
50,50,0.2624955090882962,0.298547723414104,0,0
104,104,0.8465615080072596,0.07895562714808257,1,1
40,40,0.9202086322506912,0.4136126112071822,1,1
70,70,0.06203326777409135,0.4629425414683851,0,0
104,104,0.8465615080072596,0.07895562714808257,1,1
66,66,0.17907652768537485,0.16991116850832033,1,1
40,40,0.9202086322506912,0.4136126112071822,1,1
36,36,0.4082342548346405,0.4392908274577096,0,0
102,102,0.4713286408490993,0.8512774309357568,0,0
