,nets
0,299
1,120
2,285
3,27
4,202
5,178
6,122
7,231
8,203
9,78
10,239
11,136
12,116
13,143
14,5
15,228
16,6
17,217
18,275
19,172
20,248
21,54
22,33
23,181
24,35
25,91
26,276
27,157
28,197
29,83
30,20
31,237
32,196
33,99
34,79
35,47
36,266
37,62
38,278
39,24
40,189
41,174
42,103
43,108
44,260
45,32
46,247
47,113
48,224
49,190
50,184
51,81
52,7
53,183
54,71
55,298
56,256
57,43
58,26
59,49
60,153
61,117
62,133
63,261
64,240
65,65
66,64
67,161
68,10
69,102
70,101
71,11
72,84
73,124
74,251
75,295
76,223
77,82
78,162
79,296
80,90
81,58
82,236
83,76
84,155
85,44
86,88
87,277
88,30
89,185
90,137
91,219
92,208
93,187
94,249
95,22
96,227
97,186
98,216
