,nets
0,33
1,10
2,55
3,164
4,121
5,294
6,191
7,29
8,130
9,300
10,25
11,149
12,76
13,11
14,214
15,231
16,112
17,49
18,202
19,162
20,166
21,271
22,30
23,223
24,71
25,128
26,288
27,86
28,186
29,235
30,90
31,24
32,198
33,161
34,211
35,190
36,150
37,299
38,197
39,236
40,286
41,193
42,268
43,111
44,62
45,185
46,122
47,218
48,50
49,97
50,291
51,282
52,6
53,266
54,181
55,157
56,66
57,168
58,12
59,270
60,148
61,118
62,120
63,137
64,219
65,96
66,215
67,126
68,7
69,229
70,147
71,209
72,204
73,258
74,292
75,47
76,184
77,57
78,210
79,1
80,280
81,5
82,13
83,16
84,56
85,117
86,277
87,83
88,187
89,159
90,293
91,19
92,244
