,nets
0,244
1,105
2,230
3,176
4,289
5,174
6,202
7,43
8,150
9,210
10,60
11,277
12,241
13,23
14,216
15,24
16,116
17,49
18,121
19,79
20,92
21,211
22,4
23,126
24,262
25,255
26,175
27,254
28,165
29,103
30,88
31,181
32,260
33,199
34,220
35,185
36,298
37,266
38,238
39,34
40,152
41,170
42,128
43,62
44,75
45,72
46,201
47,265
48,223
49,20
50,296
51,100
52,113
53,226
54,285
55,22
56,252
57,35
58,42
59,136
60,68
61,219
62,83
63,163
64,224
65,124
66,161
67,64
68,243
69,249
70,143
71,297
72,96
73,154
74,294
75,99
