,nets
0,86
1,144
2,105
3,2
4,166
5,134
6,115
7,248
8,203
9,288
10,22
11,113
12,135
13,221
14,162
15,171
16,211
17,232
18,209
19,191
20,34
21,169
22,54
23,41
24,53
25,95
26,13
27,7
28,293
29,92
30,167
31,17
32,262
33,165
34,172
35,6
36,206
37,227
38,81
39,87
40,102
41,139
42,157
43,294
44,234
45,108
46,150
47,20
48,243
49,250
50,37
51,10
52,268
53,269
54,244
55,104
56,271
57,1
58,259
59,161
60,192
61,75
62,284
63,188
64,73
65,283
66,201
67,30
68,68
69,295
70,208
71,297
72,57
73,82
74,47
75,246
76,198
77,127
78,222
79,147
80,112
81,145
82,27
83,151
84,237
85,126
86,32
87,155
88,100
89,65
90,247
91,177
92,38
93,249
94,291
95,240
96,64
97,5
