,nets
0,22
1,16
2,30
3,246
4,10
5,110
6,274
7,28
8,183
9,278
10,227
11,173
12,43
13,98
14,74
15,248
16,166
17,240
18,51
19,296
20,53
21,220
22,140
23,122
24,14
25,154
26,92
27,44
28,75
29,115
30,69
31,224
32,73
33,134
34,286
35,127
36,209
37,267
38,168
39,62
40,79
41,5
42,272
43,2
44,67
45,50
46,297
47,179
48,129
49,112
50,279
51,1
52,66
53,132
54,141
55,7
56,109
57,113
58,252
59,243
60,136
61,20
62,68
63,39
64,213
65,255
66,117
67,221
68,15
69,186
70,238
71,190
72,143
73,135
74,291
75,96
76,82
77,35
78,59
79,164
80,299
81,285
82,84
83,265
