,nets
0,118
1,275
2,298
3,49
4,288
5,195
6,285
7,254
8,163
9,62
10,127
11,229
12,58
13,147
14,108
15,284
16,256
17,67
18,294
19,178
20,279
21,262
22,120
23,10
24,291
25,214
26,237
27,31
28,17
29,265
30,20
31,72
32,107
33,28
34,14
35,278
36,190
37,146
38,152
39,246
40,68
41,12
42,36
43,182
44,95
45,103
46,104
47,188
48,250
49,183
50,192
51,201
52,206
53,281
54,216
55,253
56,150
57,129
58,53
59,111
60,98
61,280
62,287
63,232
64,187
65,89
66,258
67,196
68,236
69,114
70,274
71,234
72,268
73,272
74,244
75,71
76,115
77,9
78,85
79,238
80,19
81,84
82,124
83,130
84,290
85,179
86,74
87,299
88,125
