,nets
0,138
1,25
2,293
3,267
4,116
5,175
6,180
7,126
8,253
9,30
10,258
11,205
12,266
13,239
14,150
15,276
16,26
17,118
18,43
19,101
20,90
21,27
22,223
23,15
24,47
25,14
26,103
27,271
28,211
29,282
30,221
31,289
32,11
33,136
34,245
35,298
36,51
37,34
38,249
39,128
40,19
41,65
42,232
43,12
44,209
45,40
46,143
47,134
48,281
49,54
50,169
51,273
52,91
53,159
54,144
55,115
56,18
57,285
58,219
59,45
60,227
61,81
62,268
63,154
64,124
65,105
66,2
67,163
68,31
69,178
70,22
71,151
72,300
73,250
74,230
75,41
76,69
77,259
78,188
79,210
80,6
81,117
82,9
83,4
84,287
85,52
86,86
87,174
88,199
89,37
90,62
91,247
