,nets
0,49
1,255
2,244
3,145
4,71
5,197
6,235
7,131
8,285
9,55
10,87
11,48
12,202
13,180
14,256
15,85
16,252
17,204
18,128
19,175
20,257
21,62
22,127
23,50
24,12
25,118
26,283
27,68
28,143
29,264
30,31
31,184
32,148
33,77
34,13
35,56
36,253
37,140
38,215
39,135
40,249
41,112
42,137
43,265
44,70
45,117
46,151
47,23
48,79
49,35
50,156
51,275
52,250
53,237
54,3
55,2
56,152
57,207
58,194
59,129
60,53
61,30
62,160
63,146
64,103
65,210
66,105
67,218
68,292
69,74
70,33
71,28
72,187
73,69
74,158
75,8
76,59
77,172
