,nets
0,202
1,28
2,108
3,287
4,49
5,120
6,99
7,239
8,80
9,283
10,139
11,223
12,43
13,3
14,24
15,110
16,245
17,119
18,138
19,132
20,227
21,109
22,296
23,56
24,230
25,250
26,228
27,222
28,248
29,162
30,91
31,165
32,143
33,125
34,259
35,246
36,292
37,276
38,42
39,68
40,255
41,184
42,55
43,272
44,234
45,224
46,11
47,300
48,215
49,185
50,27
51,6
52,271
53,140
54,200
55,45
56,114
57,203
58,75
59,93
60,297
61,277
62,286
63,299
64,179
65,249
66,111
67,112
68,174
69,211
70,192
71,130
72,284
73,173
74,214
75,19
76,205
77,190
78,232
79,87
80,161
81,293
82,149
83,201
84,123
85,163
86,264
87,175
88,242
89,127
90,150
