,nets
0,244
1,266
2,82
3,242
4,108
5,204
6,106
7,198
8,262
9,296
10,153
11,255
12,208
13,59
14,167
15,192
16,43
17,101
18,49
19,283
20,203
21,143
22,111
23,166
24,209
25,65
26,137
27,194
28,68
29,180
30,5
31,158
32,272
33,187
34,205
35,260
36,62
37,7
38,60
39,216
40,290
41,145
42,35
43,280
44,8
45,210
46,282
47,150
48,16
49,168
50,177
51,160
52,295
53,243
54,95
55,274
56,54
57,93
58,256
59,211
60,230
61,142
62,122
63,90
64,174
65,289
66,14
67,164
68,79
69,37
70,6
71,30
72,222
73,195
74,135
75,12
76,55
77,63
78,276
