,nets
0,274
1,87
2,255
3,215
4,30
5,135
6,282
7,61
8,134
9,27
10,175
11,131
12,239
13,79
14,267
15,193
16,38
17,71
18,121
19,168
20,165
21,81
22,93
23,115
24,228
25,106
26,62
27,214
28,4
29,287
30,220
31,25
32,293
33,143
34,125
35,173
36,191
37,111
38,37
39,57
40,82
41,147
42,140
43,112
44,127
45,142
46,54
47,66
48,110
49,167
50,132
51,234
52,276
53,200
54,90
55,88
56,272
57,296
58,69
59,150
60,155
61,72
62,91
63,172
64,60
65,286
66,281
67,26
68,196
69,256
70,181
71,229
72,207
73,271
74,166
75,86
76,68
77,183
78,163
79,118
80,20
81,64
