,nets
0,200
1,58
2,201
3,121
4,68
5,208
6,2
7,113
8,92
9,126
10,220
11,115
12,286
13,104
14,13
15,156
16,31
17,41
18,116
19,219
20,143
21,112
22,271
23,261
24,175
25,230
26,246
27,1
28,299
29,149
30,217
31,80
32,119
33,193
34,216
35,169
36,247
37,280
38,131
39,146
40,199
41,60
42,155
43,110
44,265
45,134
46,43
47,30
48,264
49,136
50,291
51,269
52,157
53,209
54,154
55,138
56,295
57,107
58,63
59,9
60,11
61,8
62,196
63,191
64,215
65,17
66,228
67,171
68,250
69,12
70,162
71,285
72,97
73,273
74,260
75,282
76,300
77,293
78,44
79,290
80,259
81,109
82,95
83,65
84,87
85,140
