,nets
0,293
1,265
2,264
3,168
4,29
5,77
6,272
7,53
8,57
9,254
10,215
11,261
12,237
13,5
14,69
15,187
16,253
17,118
18,36
19,288
20,278
21,20
22,90
23,206
24,234
25,39
26,170
27,25
28,207
29,155
30,172
31,203
32,176
33,140
34,59
35,37
36,150
37,97
38,58
39,266
40,191
41,180
42,152
43,277
44,280
45,22
46,146
47,61
48,154
49,199
50,212
51,300
52,60
53,19
54,94
55,298
56,139
57,227
58,101
59,130
60,282
61,17
62,147
63,91
64,275
65,220
66,258
67,21
68,268
69,8
70,4
71,72
72,158
73,80
74,223
75,46
76,251
77,244
78,164
79,127
80,221
81,42
82,200
83,126
84,226
85,292
86,74
87,1
88,186
89,125
90,252
91,13
92,7
93,216
94,107
95,202
