,nets
0,161
1,79
2,98
3,174
4,130
5,60
6,83
7,167
8,268
9,275
10,139
11,70
12,204
13,157
14,7
15,9
16,193
17,76
18,86
19,285
20,166
21,233
22,61
23,129
24,66
25,215
26,136
27,84
28,259
29,179
30,211
31,44
32,46
33,138
34,203
35,149
36,180
37,120
38,216
39,287
40,247
41,256
42,135
43,13
44,64
45,223
46,239
47,298
48,69
49,295
50,176
51,162
52,106
53,142
54,232
55,37
56,97
57,258
58,185
59,22
60,206
61,47
62,141
63,39
64,296
65,107
66,24
67,32
68,58
69,150
70,284
71,197
72,245
73,33
74,246
75,269
76,5
77,53
78,263
79,87
80,18
81,214
82,123
83,238
84,42
85,292
86,63
87,155
88,173
89,235
