,nets
0,136
1,272
2,131
3,215
4,85
5,233
6,291
7,48
8,262
9,187
10,35
11,181
12,158
13,116
14,264
15,10
16,56
17,13
18,16
19,144
20,182
21,82
22,21
23,115
24,204
25,139
26,93
27,287
28,297
29,274
30,37
31,164
32,81
33,20
34,128
35,1
36,165
37,66
38,134
39,55
40,140
41,133
42,52
43,124
44,177
45,238
46,123
47,47
48,231
49,214
50,234
51,23
52,8
53,68
54,299
55,159
56,146
57,209
58,150
59,58
60,260
61,180
62,132
63,199
64,167
65,286
66,32
67,75
68,295
69,94
70,277
71,237
72,265
73,111
74,71
75,270
76,300
77,249
78,239
79,143
80,243
81,203
82,18
83,230
84,28
85,216
86,122
87,2
88,211
89,110
90,200
91,60
92,207
93,251
