,nets
0,13
1,267
2,29
3,20
4,65
5,255
6,96
7,222
8,150
9,73
10,300
11,282
12,299
13,54
14,265
15,152
16,179
17,273
18,93
19,116
20,62
21,107
22,176
23,276
24,35
25,201
26,207
27,63
28,257
29,180
30,236
31,53
32,46
33,68
34,209
35,111
36,269
37,248
38,81
39,155
40,219
41,245
42,160
43,281
44,123
45,131
46,74
47,79
48,159
49,289
50,144
51,215
52,194
53,115
54,284
55,138
56,120
57,28
58,87
59,294
60,187
61,260
62,261
63,280
64,40
65,214
66,196
67,250
68,254
69,75
70,84
71,137
72,61
73,39
74,243
75,3
76,241
77,83
78,129
79,44
80,231
81,234
82,125
83,37
84,161
85,19
86,30
87,230
