,nets
0,247
1,36
2,78
3,168
4,119
5,118
6,236
7,135
8,153
9,246
10,212
11,72
12,187
13,83
14,192
15,225
16,169
17,12
18,287
19,4
20,134
21,255
22,41
23,52
24,147
25,238
26,82
27,45
28,51
29,98
30,188
31,226
32,175
33,42
34,146
35,159
36,295
37,70
38,253
39,239
40,79
41,53
42,35
43,286
44,120
45,22
46,170
47,200
48,30
49,48
50,211
51,210
52,182
53,139
54,46
55,125
56,95
57,43
58,202
59,63
60,196
61,123
62,277
63,113
64,62
65,263
66,47
67,230
68,13
69,9
70,136
71,101
72,297
73,131
74,94
75,171
76,165
77,186
78,124
79,217
80,126
81,103
82,268
83,157
84,276
85,10
86,184
87,250
88,108
89,154
90,254
91,54
92,5
93,20
94,71
95,214
