,nets
0,70
1,90
2,194
3,235
4,100
5,296
6,210
7,229
8,227
9,246
10,224
11,35
12,283
13,55
14,282
15,80
16,181
17,105
18,116
19,68
20,73
21,277
22,156
23,221
24,49
25,3
26,110
27,222
28,247
29,193
30,160
31,135
32,273
33,124
34,179
35,236
36,34
37,28
38,202
39,63
40,225
41,198
42,113
43,23
44,97
45,15
46,284
47,164
48,291
49,75
50,125
51,17
52,8
53,271
54,231
55,37
56,188
57,185
58,18
59,42
60,44
61,50
62,166
63,295
64,114
65,264
66,170
67,254
68,187
69,248
70,186
71,14
72,154
73,142
74,158
75,60
76,155
77,176
78,294
79,184
80,175
81,9
82,228
83,62
84,251
85,7
86,270
87,58
88,205
89,212
90,276
91,96
92,51
93,189
94,127
95,91
96,211
97,87
