,nets
0,151
1,181
2,199
3,5
4,175
5,253
6,17
7,111
8,115
9,80
10,241
11,76
12,271
13,180
14,184
15,169
16,291
17,130
18,114
19,224
20,148
21,84
22,270
23,121
24,74
25,168
26,34
27,250
28,209
29,143
30,61
31,144
32,205
33,6
34,66
35,12
36,10
37,62
38,297
39,52
40,139
41,123
42,77
43,273
44,153
45,182
46,57
47,107
48,242
49,75
50,188
51,268
52,146
53,248
54,210
55,239
56,131
57,101
58,46
59,287
60,255
61,102
62,49
63,64
64,98
65,286
66,14
67,79
68,177
69,161
70,30
71,100
72,156
73,38
74,82
75,200
76,103
77,296
78,3
79,35
80,233
81,227
82,163
83,128
84,201
85,104
86,113
