,nets
0,217
1,145
2,282
3,87
4,98
5,259
6,164
7,159
8,267
9,81
10,192
11,146
12,137
13,254
14,30
15,277
16,214
17,239
18,286
19,143
20,118
21,149
22,67
23,185
24,283
25,135
26,50
27,75
28,107
29,300
30,16
31,237
32,140
33,196
34,291
35,248
36,115
37,23
38,102
39,153
40,12
41,39
42,63
43,130
44,93
45,20
46,97
47,136
48,91
49,158
50,150
51,290
52,6
53,60
54,194
55,198
56,43
57,167
58,271
59,35
60,187
61,294
62,242
63,223
64,206
65,281
66,211
67,37
68,5
69,92
70,117
71,249
72,179
73,154
74,129
75,276
76,207
77,105
78,180
79,52
80,292
81,83
82,258
83,82
84,38
