,nets
0,23
1,125
2,266
3,58
4,183
5,194
6,232
7,258
8,256
9,67
10,5
11,27
12,108
13,199
14,34
15,277
16,72
17,22
18,59
19,294
20,156
21,11
22,97
23,235
24,284
25,118
26,77
27,214
28,79
29,177
30,81
31,92
32,103
33,238
34,269
35,227
36,218
37,278
38,111
39,295
40,204
41,285
42,86
43,136
44,82
45,16
46,54
47,250
48,290
49,147
50,1
51,14
52,249
53,66
54,95
55,17
56,226
57,157
58,231
59,117
60,257
61,206
62,274
63,236
64,281
65,62
66,106
67,13
68,228
69,286
70,47
71,298
72,198
73,18
74,112
75,145
76,90
77,96
78,119
79,32
80,21
81,222
82,3
