,nets
0,268
1,13
2,58
3,280
4,27
5,121
6,44
7,157
8,26
9,82
10,128
11,31
12,76
13,122
14,137
15,65
16,239
17,260
18,48
19,9
20,159
21,226
22,272
23,30
24,202
25,252
26,93
27,286
28,124
29,4
30,262
31,200
32,265
33,209
34,135
35,158
36,187
37,14
38,51
39,271
40,222
41,96
42,103
43,217
44,87
45,282
46,230
47,15
48,291
49,161
50,211
51,37
52,191
53,176
54,78
55,43
56,171
57,50
58,254
59,71
60,267
61,139
62,167
63,32
64,244
65,112
66,281
67,181
68,68
69,25
70,57
71,216
72,270
73,97
74,208
75,164
76,203
77,61
78,99
