,nets
0,189
1,242
2,9
3,256
4,284
5,194
6,213
7,180
8,197
9,201
10,101
11,39
12,48
13,77
14,64
15,82
16,78
17,108
18,216
19,193
20,260
21,235
22,16
23,125
24,27
25,223
26,62
27,274
28,40
29,52
30,118
31,237
32,89
33,246
34,117
35,14
36,240
37,79
38,236
39,161
40,46
41,7
42,157
43,221
44,293
45,270
46,111
47,196
48,115
49,184
50,248
51,259
52,33
53,173
54,55
55,13
56,36
57,119
58,65
59,41
60,151
61,250
62,285
63,290
64,124
65,106
66,251
67,203
68,94
69,205
70,97
71,21
72,225
73,291
74,166
75,49
76,165
77,209
78,29
79,135
80,86
81,138
82,273
83,238
84,142
85,244
86,227
87,300
88,120
89,68
90,83
91,69
92,295
93,24
94,45
95,105
96,289
