,nets
0,266
1,110
2,113
3,219
4,55
5,37
6,183
7,295
8,25
9,93
10,292
11,60
12,84
13,199
14,129
15,13
16,245
17,9
18,96
19,187
20,160
21,168
22,111
23,34
24,145
25,137
26,271
27,69
28,212
29,176
30,289
31,228
32,276
33,2
34,124
35,157
36,133
37,118
38,249
39,31
40,285
41,236
42,116
43,106
44,140
45,281
46,198
47,270
48,272
49,261
50,206
51,80
52,178
53,282
54,233
55,300
56,194
57,16
58,10
59,58
60,287
61,105
62,35
63,167
64,64
65,231
66,258
67,72
68,127
69,243
70,8
71,226
72,235
73,242
74,203
75,143
76,269
77,20
78,28
79,21
80,138
