,nets
0,264
1,224
2,283
3,177
4,260
5,140
6,13
7,126
8,65
9,92
10,93
11,269
12,78
13,191
14,297
15,64
16,50
17,157
18,32
19,291
20,120
21,5
22,103
23,48
24,255
25,211
26,261
27,71
28,104
29,38
30,252
31,28
32,112
33,100
34,95
35,36
36,53
37,268
38,270
39,56
40,73
41,181
42,11
43,138
44,55
45,139
46,228
47,3
48,2
49,105
50,61
51,10
52,296
53,72
54,185
55,203
56,60
57,58
58,227
59,110
60,144
61,202
62,190
63,40
64,238
65,250
66,222
67,14
68,241
69,23
70,163
71,109
72,265
73,280
74,39
75,300
76,108
77,164
