,nets
0,199
1,57
2,147
3,156
4,159
5,212
6,187
7,300
8,279
9,232
10,110
11,253
12,70
13,195
14,121
15,13
16,237
17,258
18,246
19,114
20,274
21,31
22,179
23,18
24,106
25,128
26,267
27,43
28,145
29,90
30,209
31,243
32,144
33,271
34,62
35,78
36,8
37,116
38,231
39,217
40,223
41,26
42,164
43,52
44,5
45,97
46,99
47,287
48,168
49,276
50,37
51,89
52,60
53,203
54,58
55,15
56,254
57,29
58,260
59,107
60,1
61,290
62,134
63,103
64,295
65,98
66,82
67,143
68,4
69,140
70,81
71,192
72,35
73,234
74,285
75,3
76,277
77,152
78,153
79,91
