,nets
0,286
1,265
2,168
3,177
4,236
5,284
6,100
7,257
8,69
9,296
10,161
11,232
12,128
13,22
14,274
15,263
16,147
17,91
18,156
19,223
20,264
21,47
22,240
23,256
24,210
25,190
26,17
27,300
28,193
29,219
30,145
31,68
32,136
33,276
34,184
35,25
36,83
37,138
38,63
39,48
40,130
41,281
42,176
43,195
44,126
45,157
46,215
47,251
48,133
49,181
50,97
51,292
52,178
53,249
54,237
55,3
56,146
57,149
58,150
59,134
60,35
61,96
62,186
63,170
64,155
65,275
66,92
67,218
68,220
69,139
70,132
71,258
72,4
73,153
74,10
75,148
76,228
77,216
78,279
79,188
80,253
81,269
