,nets
0,211
1,121
2,300
3,107
4,166
5,290
6,66
7,171
8,287
9,172
10,110
11,126
12,231
13,217
14,240
15,144
16,152
17,47
18,6
19,224
20,7
21,140
22,2
23,199
24,26
25,14
26,29
27,226
28,259
29,86
30,10
31,262
32,186
33,132
34,175
35,147
36,165
37,210
38,75
39,135
40,79
41,120
42,178
43,176
44,201
45,284
46,189
47,69
48,228
49,98
50,161
51,30
52,18
53,54
54,205
55,223
56,269
57,164
58,155
59,273
60,33
61,187
62,149
63,32
64,12
65,250
66,288
67,97
68,96
69,194
70,87
71,216
72,9
73,105
74,239
75,278
76,101
77,219
78,188
79,195
80,143
81,298
82,204
83,100
84,138
85,230
86,202
87,5
88,41
89,247
90,39
91,277
92,266
93,168
94,85
