,nets
0,237
1,253
2,124
3,91
4,99
5,135
6,249
7,154
8,198
9,158
10,108
11,12
12,86
13,241
14,127
15,46
16,88
17,43
18,233
19,196
20,147
21,262
22,247
23,103
24,238
25,76
26,256
27,66
28,204
29,173
30,45
31,148
32,280
33,225
34,20
35,47
36,57
37,175
38,35
39,261
40,162
41,248
42,276
43,17
44,209
45,152
46,267
47,214
48,140
49,38
50,294
51,285
52,121
53,244
54,278
55,269
56,254
57,200
58,281
59,223
60,290
61,23
62,190
63,118
64,250
65,259
66,188
67,201
68,106
69,134
70,186
71,59
72,110
73,270
74,221
75,138
76,217
77,141
78,299
79,191
80,102
81,166
82,78
83,268
84,48
85,183
86,119
87,74
88,222
