,nets
0,112
1,300
2,23
3,41
4,280
5,80
6,55
7,235
8,109
9,269
10,258
11,181
12,16
13,114
14,225
15,149
16,125
17,56
18,48
19,254
20,118
21,221
22,160
23,285
24,203
25,250
26,279
27,4
28,266
29,91
30,241
31,97
32,104
33,259
34,144
35,59
36,68
37,127
38,170
39,245
40,111
41,121
42,168
43,137
44,176
45,175
46,119
47,243
48,49
49,197
50,204
51,255
52,105
53,113
54,274
55,219
56,143
57,78
58,58
59,19
60,132
61,27
62,29
63,223
64,158
65,164
66,8
67,93
68,268
69,287
70,21
71,123
72,159
73,208
74,92
75,194
76,156
77,261
78,108
79,178
80,288
81,252
82,270
83,2
84,71
85,214
86,74
87,129
88,117
89,66
90,185
91,298
92,10
93,138
94,17
