,nets
0,149
1,283
2,101
3,293
4,265
5,1
6,32
7,45
8,50
9,173
10,89
11,187
12,292
13,158
14,97
15,289
16,141
17,48
18,277
19,68
20,242
21,154
22,261
23,24
24,214
25,153
26,225
27,116
28,39
29,18
30,287
31,280
32,91
33,223
34,195
35,134
36,228
37,230
38,270
39,210
40,264
41,132
42,33
43,61
44,52
45,66
46,69
47,83
48,38
49,36
50,59
51,246
52,237
53,232
54,130
55,87
56,290
57,229
58,60
59,44
60,185
61,186
62,296
63,274
64,272
65,73
66,217
67,90
68,203
69,147
70,72
71,181
72,183
73,300
74,109
75,64
76,241
77,160
78,28
79,282
80,199
81,117
82,281
83,212
84,70
85,231
