,nets
0,91
1,291
2,15
3,85
4,152
5,261
6,283
7,83
8,74
9,300
10,52
11,133
12,277
13,230
14,58
15,7
16,239
17,90
18,199
19,125
20,259
21,28
22,135
23,201
24,96
25,27
26,116
27,213
28,93
29,274
30,205
31,35
32,176
33,49
34,180
35,190
36,266
37,235
38,231
39,193
40,157
41,265
42,256
43,18
44,173
45,278
46,128
47,100
48,107
49,66
50,65
51,3
52,167
53,111
54,189
55,188
56,87
57,131
58,206
59,136
60,6
61,54
62,32
63,9
64,182
65,204
66,139
67,216
68,183
69,134
70,299
71,20
72,296
73,141
74,82
75,94
76,63
77,271
78,121
79,202
80,267
81,287
82,64
83,130
84,53
85,254
86,144
87,127
88,56
89,73
90,290
91,155
92,224
93,244
94,22
95,257
96,106
97,4
98,30
