,nets
0,119
1,221
2,60
3,274
4,192
5,13
6,48
7,100
8,228
9,217
10,102
11,290
12,88
13,7
14,44
15,255
16,196
17,15
18,284
19,271
20,12
21,69
22,252
23,134
24,64
25,182
26,244
27,292
28,110
29,72
30,205
31,101
32,156
33,214
34,33
35,54
36,297
37,39
38,216
39,95
40,171
41,139
42,262
43,193
44,235
45,245
46,22
47,226
48,61
49,30
50,253
51,200
52,241
53,103
54,46
55,47
56,270
57,280
58,132
59,227
60,42
61,124
62,247
63,155
64,58
65,83
66,240
67,8
68,80
69,277
70,278
71,298
72,176
73,233
74,75
75,296
76,273
77,212
78,24
79,57
80,35
81,133
