,nets
0,193
1,279
2,189
3,67
4,98
5,133
6,165
7,38
8,109
9,261
10,292
11,66
12,206
13,244
14,37
15,176
16,139
17,284
18,199
19,146
20,148
21,40
22,76
23,112
24,266
25,187
26,90
27,5
28,290
29,95
30,91
31,267
32,191
33,104
34,30
35,274
36,131
37,2
38,42
39,249
40,92
41,57
42,75
43,28
44,155
45,185
46,117
47,150
48,43
49,62
50,171
51,55
52,3
53,32
54,22
55,296
56,184
57,140
58,58
59,50
60,96
61,215
62,262
63,25
64,81
65,207
66,85
67,220
68,218
69,53
70,255
71,103
72,105
73,238
74,233
75,295
76,44
