,nets
0,30
1,49
2,258
3,56
4,190
5,31
6,250
7,241
8,238
9,87
10,86
11,13
12,167
13,52
14,270
15,282
16,300
17,218
18,178
19,213
20,280
21,85
22,237
23,158
24,61
25,297
26,106
27,274
28,128
29,230
30,149
31,132
32,113
33,265
34,7
35,155
36,240
37,166
38,81
39,159
40,291
41,185
42,44
43,242
44,134
45,111
46,235
47,239
48,50
49,202
50,6
51,233
52,284
53,140
54,88
55,181
56,148
57,70
58,281
59,288
60,219
61,180
62,285
63,287
64,183
65,24
66,54
67,189
68,191
69,278
70,124
71,295
72,171
73,59
74,141
75,164
76,269
77,12
