,nets
0,181
1,52
2,140
3,198
4,208
5,4
6,191
7,188
8,50
9,116
10,20
11,6
12,289
13,204
14,221
15,48
16,49
17,1
18,24
19,171
20,67
21,71
22,153
23,149
24,296
25,34
26,151
27,61
28,45
29,290
30,182
31,58
32,164
33,253
34,249
35,196
36,256
37,295
38,86
39,138
40,3
41,26
42,175
43,135
44,5
45,25
46,203
47,193
48,13
49,210
50,273
51,85
52,51
53,294
54,102
55,78
56,271
57,9
58,183
59,56
60,213
61,280
62,109
63,176
64,201
65,122
66,10
67,230
68,189
69,92
70,94
71,177
72,187
73,275
74,30
75,293
76,130
77,143
78,205
79,231
80,214
81,123
82,121
83,234
84,73
