,nets
0,203
1,149
2,217
3,21
4,121
5,293
6,127
7,106
8,175
9,119
10,61
11,170
12,98
13,154
14,126
15,232
16,116
17,246
18,35
19,33
20,49
21,30
22,129
23,284
24,88
25,235
26,296
27,178
28,221
29,146
30,75
31,66
32,192
33,141
34,239
35,39
36,167
37,144
38,43
39,166
40,73
41,24
42,85
43,197
44,6
45,182
46,219
47,94
48,74
49,51
50,157
51,15
52,184
53,84
54,14
55,72
56,46
57,248
58,19
59,263
60,62
61,57
62,83
63,38
64,96
65,174
66,89
67,107
68,112
69,165
70,250
71,134
72,140
73,187
74,158
75,177
76,109
77,173
78,32
79,164
80,253
81,152
82,224
83,70
84,276
85,188
86,64
87,125
88,20
89,16
90,133
91,204
92,153
93,68
