,nets
0,260
1,142
2,300
3,89
4,86
5,151
6,192
7,35
8,74
9,215
10,286
11,184
12,196
13,225
14,58
15,21
16,146
17,102
18,211
19,238
20,178
21,266
22,259
23,158
24,91
25,236
26,117
27,272
28,34
29,44
30,274
31,108
32,282
33,240
34,48
35,243
36,170
37,3
38,37
39,26
40,245
41,173
42,180
43,61
44,123
45,205
46,285
47,121
48,24
49,118
50,164
51,234
52,141
53,198
54,32
55,183
56,42
57,29
58,139
59,130
60,65
61,59
62,83
63,77
64,138
65,276
66,271
67,52
68,239
69,116
70,190
71,193
72,212
73,176
74,226
75,143
76,295
77,296
78,128
79,186
80,17
81,247
82,223
83,252
84,67
85,39
86,187
87,293
88,111
89,155
90,267
91,185
