,nets
0,27
1,101
2,137
3,279
4,134
5,233
6,32
7,249
8,278
9,221
10,239
11,149
12,266
13,33
14,3
15,10
16,166
17,119
18,129
19,226
20,168
21,2
22,252
23,67
24,92
25,47
26,222
27,169
28,209
29,62
30,91
31,105
32,9
33,74
34,277
35,253
36,64
37,61
38,125
39,217
40,24
41,89
42,155
43,50
44,281
45,81
46,98
47,51
48,43
49,218
50,57
51,207
52,87
53,246
54,114
55,4
56,201
57,39
58,85
59,86
60,88
61,291
62,202
63,156
64,150
65,274
66,247
67,138
68,262
69,106
70,257
71,175
72,154
73,181
74,286
75,144
76,95
77,146
78,184
79,35
80,8
81,244
82,45
83,236
84,123
85,41
86,72
87,42
88,290
89,212
