,nets
0,278
1,206
2,284
3,259
4,121
5,179
6,157
7,116
8,17
9,173
10,107
11,96
12,97
13,78
14,7
15,251
16,24
17,76
18,239
19,62
20,207
21,90
22,241
23,127
24,248
25,237
26,282
27,255
28,134
29,161
30,257
31,236
32,123
33,13
34,142
35,146
36,293
37,149
38,268
39,196
40,133
41,234
42,269
43,167
44,115
45,136
46,141
47,16
48,231
49,42
50,92
51,258
52,10
53,273
54,232
55,108
56,224
57,12
58,25
59,137
60,33
61,209
62,247
63,131
64,295
65,72
66,4
67,139
68,104
69,245
70,80
71,215
72,30
73,67
74,35
75,46
76,45
77,198
78,212
79,197
80,254
81,48
82,71
83,297
84,184
85,288
86,84
87,213
88,86
89,20
90,266
91,68
92,70
