,nets
0,197
1,140
2,164
3,137
4,192
5,262
6,94
7,188
8,36
9,116
10,220
11,187
12,254
13,272
14,157
15,212
16,245
17,276
18,282
19,173
20,56
21,112
22,113
23,178
24,121
25,290
26,184
27,87
28,92
29,26
30,233
31,268
32,48
33,88
34,148
35,143
36,132
37,59
38,158
39,258
40,260
41,241
42,2
43,139
44,227
45,228
46,231
47,219
48,12
49,6
50,281
51,161
52,257
53,21
54,79
55,102
56,51
57,170
58,163
59,14
60,251
61,37
62,266
63,284
64,110
65,253
66,71
67,63
68,285
69,84
70,287
71,89
72,186
73,223
74,141
75,225
76,32
77,256
78,67
79,50
80,115
81,20
82,44
83,60
84,208
85,162
86,55
87,255
88,34
