,Unnamed: 0,x,y,class,realclass
184,184,0.2429046998826756,0.2048367147681536,1,1
294,294,0.030823635253108606,0.6680527193194903,0,0
24,24,0.4376553290522922,0.5668496901488428,1,0
104,104,0.8465615080072596,0.9059366223738295,0,0
200,200,0.3136361609077407,0.5317252284200907,0,0
136,136,0.01120348606530952,0.0215494766415375,1,1
136,136,0.01120348606530952,0.0215494766415375,1,1
140,140,0.6811053320620737,0.3715549236243649,1,1
22,22,0.3320191775455632,0.1469813995279532,0,1
46,46,0.6681552358686719,0.43216195989740336,0,1
48,48,0.5359957138140486,0.5721989560344781,1,0
130,130,0.8088336208496899,0.451457326957786,1,1
0,0,0.020960225406117416,0.02355250426960653,0,1
38,38,0.621758183507342,0.07195307344258506,0,1
172,172,0.9191686886305998,0.6365897381171675,0,0
110,110,0.8235890696917083,0.6804901962127701,0,0
34,34,0.7033197579781679,0.12611039444299788,0,1
36,36,0.4082342548346405,0.06524824771572624,0,1
206,206,0.1718836978822672,0.6492345863587997,0,0
6,6,0.14067106021701206,0.3644395027287455,1,0
238,238,0.2816115079989609,0.2625894601038208,0,0
18,18,0.07616900754057931,0.4426397868512068,1,0
90,90,0.7643476469335556,0.8361746564526613,0,0
154,154,0.17581464706318572,0.08413470182410633,1,1
260,260,0.5385745258637191,0.9475125287218712,0,0
226,226,0.7292583276819877,0.4332156864578838,1,1
192,192,0.01703860249432665,0.9777097042625073,0,0
126,126,0.2266001240055151,0.6060698069401663,0,0
258,258,0.6572855417491338,0.2557780228878952,1,1
232,232,0.07383187256388046,0.11182282737101068,1,1
278,278,0.9147193604352752,0.3594551008729968,1,1
176,176,0.6332713570427713,0.5347361924176134,1,1
280,280,0.09154557778026284,0.6422408600019854,0,0
142,142,0.4968525430015025,0.5930885375686544,0,0
278,278,0.9147193604352752,0.3594551008729968,1,1
280,280,0.09154557778026284,0.6422408600019854,0,0
222,222,0.8512774309357568,0.6890743263961122,0,0
18,18,0.07616900754057931,0.4426397868512068,1,0
74,74,0.3989577537091717,0.9888704538749492,0,0
90,90,0.7643476469335556,0.8361746564526613,0,0
172,172,0.9191686886305998,0.6365897381171675,0,0
38,38,0.621758183507342,0.07195307344258506,0,1
156,156,0.4392908274577096,0.2630753614553992,1,1
