,nets
0,209
1,7
2,201
3,28
4,218
5,158
6,224
7,93
8,76
9,26
10,204
11,225
12,250
13,299
14,120
15,217
16,212
17,290
18,163
19,180
20,39
21,95
22,107
23,81
24,132
25,32
26,129
27,100
28,197
29,149
30,127
31,230
32,182
33,24
34,189
35,206
36,115
37,61
38,31
39,97
40,245
41,130
42,227
43,53
44,177
45,22
46,270
47,73
48,267
49,272
50,90
51,25
52,265
53,147
54,249
55,246
56,241
57,122
58,116
59,183
60,46
61,48
62,168
63,62
64,141
65,170
66,17
67,194
68,277
69,11
70,159
71,175
72,52
73,36
74,69
75,51
76,271
77,247
