,nets
0,47
1,113
2,115
3,65
4,258
5,152
6,212
7,17
8,146
9,292
10,136
11,129
12,101
13,270
14,280
15,225
16,79
17,193
18,98
19,78
20,99
21,37
22,5
23,30
24,243
25,288
26,80
27,122
28,254
29,167
30,246
31,25
32,34
33,231
34,297
35,264
36,168
37,291
38,68
39,275
40,119
41,191
42,296
43,204
44,298
45,166
46,150
47,274
48,130
49,187
50,293
51,219
52,300
53,289
54,283
55,110
56,15
57,127
58,159
59,2
60,8
61,147
62,197
63,210
64,84
65,153
66,223
67,137
68,128
69,120
70,183
71,83
72,92
73,141
74,271
75,90
76,107
77,174
78,180
79,181
80,31
81,106
82,253
83,185
84,284
