,nets
0,82
1,1
2,137
3,107
4,202
5,95
6,300
7,175
8,190
9,18
10,11
11,25
12,114
13,271
14,236
15,116
16,15
17,53
18,23
19,125
20,80
21,162
22,130
23,209
24,185
25,241
26,187
27,184
28,180
29,157
30,169
31,21
32,280
33,14
34,237
35,151
36,276
37,73
38,86
39,19
40,61
41,103
42,54
43,213
44,139
45,211
46,141
47,299
48,207
49,294
50,24
51,195
52,156
53,123
54,297
55,265
56,150
57,183
58,117
59,233
60,259
61,216
62,290
63,230
64,109
65,239
66,12
67,112
68,48
69,72
70,34
71,41
72,181
73,55
74,191
75,193
76,7
77,251
78,155
79,219
80,133
81,57
82,171
83,168
84,85
85,292
