,nets
0,26
1,109
2,132
3,178
4,73
5,123
6,86
7,30
8,47
9,45
10,89
11,18
12,16
13,282
14,65
15,161
16,286
17,160
18,228
19,157
20,219
21,190
22,138
23,102
24,120
25,266
26,126
27,290
28,297
29,214
30,104
31,79
32,95
33,202
34,3
35,119
36,291
37,33
38,213
39,172
40,142
41,300
42,103
43,116
44,7
45,289
46,110
47,262
48,296
49,193
50,232
51,17
52,121
53,122
54,168
55,272
56,40
57,148
58,252
59,151
60,13
61,249
62,15
63,77
64,294
65,224
66,50
67,247
68,31
69,130
70,143
71,82
72,261
73,19
74,76
75,96
76,260
77,75
78,257
79,167
80,144
81,246
82,43
