,nets
0,43
1,137
2,6
3,79
4,166
5,213
6,13
7,185
8,252
9,138
10,27
11,281
12,222
13,193
14,214
15,266
16,287
17,175
18,260
19,257
20,85
21,169
22,151
23,256
24,228
25,116
26,190
27,112
28,192
29,117
30,52
31,143
32,142
33,170
34,250
35,276
36,291
37,202
38,249
39,132
40,299
41,200
42,258
43,198
44,141
45,187
46,140
47,246
48,5
49,240
50,11
51,90
52,48
53,103
54,67
55,168
56,94
57,65
58,7
59,254
60,189
61,236
62,219
63,247
64,4
65,75
66,271
67,164
68,62
69,184
70,292
71,284
72,127
73,172
74,50
75,173
76,46
77,251
78,237
79,21
80,167
81,121
82,156
83,111
84,295
85,217
86,60
87,207
88,238
89,17
90,220
91,25
92,89
93,204
94,98
95,282
96,191
97,74
