,nets
0,128
1,91
2,188
3,70
4,115
5,269
6,293
7,59
8,147
9,222
10,263
11,121
12,122
13,133
14,123
15,132
16,290
17,120
18,189
19,275
20,271
21,154
22,102
23,187
24,300
25,11
26,16
27,280
28,156
29,101
30,270
31,256
32,232
33,119
34,82
35,244
36,242
37,170
38,276
39,40
40,235
41,171
42,100
43,248
44,208
45,48
46,175
47,17
48,172
49,31
50,184
51,245
52,142
53,253
54,251
55,173
56,135
57,10
58,237
59,239
60,126
61,167
62,134
63,243
64,169
65,240
66,298
67,67
68,61
69,150
70,195
71,174
72,294
73,52
74,224
75,252
76,105
77,58
78,53
79,19
80,7
81,286
82,87
83,213
