,nets
0,195
1,13
2,95
3,232
4,143
5,267
6,133
7,182
8,257
9,42
10,123
11,134
12,28
13,96
14,153
15,114
16,251
17,278
18,110
19,236
20,209
21,105
22,196
23,65
24,73
25,14
26,176
27,220
28,44
29,64
30,43
31,4
32,140
33,279
34,159
35,34
36,200
37,83
38,243
39,20
40,163
41,128
42,67
43,49
44,155
45,81
46,263
47,63
48,55
49,59
50,41
51,190
52,231
53,24
54,18
55,54
56,93
57,113
58,168
59,21
60,115
61,47
62,98
63,237
64,295
65,94
66,294
67,12
68,178
69,108
70,125
71,77
72,180
73,85
74,213
75,264
76,265
77,298
78,157
79,127
80,139
81,119
