,nets
0,294
1,263
2,104
3,65
4,37
5,75
6,237
7,107
8,260
9,293
10,99
11,166
12,229
13,226
14,251
15,183
16,270
17,136
18,144
19,162
20,112
21,55
22,286
23,26
24,156
25,29
26,271
27,292
28,38
29,164
30,225
31,127
32,253
33,142
34,173
35,1
36,16
37,194
38,52
39,63
40,51
41,118
42,49
43,160
44,233
45,124
46,9
47,220
48,39
49,243
50,40
51,120
52,72
53,234
54,179
55,153
56,254
57,193
58,203
59,17
60,137
61,268
62,62
63,222
64,296
65,231
66,149
67,139
68,10
69,171
70,80
71,121
72,114
73,32
74,201
75,272
76,90
77,190
78,289
79,58
80,170
